"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CYD","China Yuchai International Limited","9.8","374317918.8","n/a","1994","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cyd",
"XEC","Cimarex Energy Co","97.76","9269588927.04","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xec",
"CWEI","Clayton Williams Energy, Inc.","9.07","110377691.52","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cwei",
"CBA","ClearBridge American Energy MLP Fund Inc.","6.78","395199467.46","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/cba",
"CEM","ClearBridge Energy MLP Fund Inc.","13.23","915591860.82","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/cem",
"EMO","ClearBridge Energy MLP Opportunity Fund Inc.","10.86","335800778.52","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/emo",
"CTR","ClearBridge Energy MLP Total Return Fund Inc.","9.95","381136650.45","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/ctr",
"CLD","Cloud Peak Energy Inc","1.91","116834877.63","n/a","2009","Energy","Coal Mining","http://www.nasdaq.com/symbol/cld",
"CMS","CMS Energy Corporation","42.71","11872104935.66","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms",
"CEO","CNOOC Limited","113.67","1172054780.1","n/a","2001","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ceo",
"CNXC","CNX Coal Resources LP","6.87","159536060.58","n/a","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnxc",
"CIE","Cobalt International Energy, Inc.","2.96","1226939414.64","n/a","2009","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cie",
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","7.92","212687251.92","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/mie",
"CRK","Comstock Resources, Inc.","0.7414","39426403.4824","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crk",
"CXO","Concho Resources Inc.","101.13","13081972214.01","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cxo",
"COP","ConocoPhillips","39.78","49176144440.28","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cop",
"CNX","CONSOL Energy Inc.","10.79","2471495206.44","n/a","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnx",
"CLR","Continental Resources, Inc.","30.37","11318425865.77","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/clr",
"CLB","Core Laboratories N.V.","108.31","4589786800.9","n/a","1995","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/clb",
"CORR","CorEnergy Infrastructure Trust, Inc.","19.85","237242376.45","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/corr",
"CPG","Crescent Point Energy Corporation","13.19","6671703305.78","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpg",
"CRT","Cross Timbers Royalty Trust","15.13","90780000","n/a","1992","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crt",
"CAPL","CrossAmerica Partners LP","23.69","784397742.18","n/a","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/capl",
"CMI","Cummins Inc.","110.12","19196206165.64","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cmi",
"SRF","Cushing Energy Income Fund (The)","7.3499","706817.8333","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/srf",
"CVI","CVR Energy Inc.","24.9","2162093145","n/a","2007","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvi",
"CVRR","CVR Refining, LP","11.56","1706256000","n/a","2013","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvrr",
"CELP","Cypress Energy Partners, L.P.","8.17","96708085.75","n/a","2014","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/celp",
"DQ","DAQO New Energy Corp.","18.6","166341920.4","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/dq",
"DKL","Delek Logistics Partners, L.P.","31.14","755979209.46","n/a","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","14.48","899744541.92","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/dk",
"DNR","Denbury Resources Inc.","2.03","712149488.68","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dnr",
"DVN","Devon Energy Corporation","26.61","11742993000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dvn",
"DO","Diamond Offshore Drilling, Inc.","20.97","2876218064.82","n/a","1995","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/do",
"DRQ","Dril-Quip, Inc.","61","2315151422","n/a","1997","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/drq",
"DTE","DTE Energy Company","91.05","16341290528.4","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTQ","DTE Energy Company","25.85","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTZ","DTE Energy Company","25.75","0","n/a","2011","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtz",
"DSE","Duff & Phelps Select Energy MLP Fund Inc.","5.25","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/dse",
"DUK","Duke Energy Corporation","81.13","55848100892.99","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
"DUKH","Duke Energy Corporation","25.85","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/dukh",
"ECT","ECA Marcellus Trust I","1.41","24823050","n/a","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ect",
"ECR","Eclipse Resources Corporation","1.46","325480642.62","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ecr",
"EC","Ecopetrol S.A.","8.53","370716742.85","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ec",
"EMES","Emerge Energy Services LP","4.84","116746714.48","n/a","2013","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/emes",
"EMR","Emerson Electric Company","54.75","35210589612","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/emr",
"EEQ","Enbridge Energy Management LLC","16.87","1280625571.05","n/a","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eeq",
"EEP","Enbridge Energy, L.P.","17.38","7430569457.96","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/eep",
"ENB","Enbridge Inc","37.94","35069941741.52","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/enb",
"ECA","Encana Corporation","6.09","5175269643.39","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eca",
"NDRO","Enduro Royalty Trust","2.61","86130000","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ndro",
"EGN","Energen Corporation","37.23","2933405720.73","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/egn",
"ETE","Energy Transfer Equity, L.P.","6.88","7188145960.16","n/a","2006","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/ete",
"ETP","ENERGY TRANSFER PARTNERS","31.6","21750332266.4","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/etp",
"ERF","Enerplus Corporation","3.87","799307710.2","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/erf",
"E","ENI S.p.A.","29.2","53059105818","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/e",
"ESV","ENSCO plc","9.65","2275221010.7","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/esv",
"EOG","EOG Resources, Inc.","72.04","39613599415.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","4.03","1002482166.4","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EQT","EQT Corporation","66.74","10182388320","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"ES","Eversource Energy","58.8","18650845441.2","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/es",
"XCO","EXCO Resources NL","1","282924079","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"XOM","Exxon Mobil Corporation","82.96","344512688282.64","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"FIF","First Trust Energy Infrastructure Fund","15.14","265710573.04","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/fif",
"FEI","First Trust MLP and Energy Income Fund","13.28","603435949.12","n/a","1984","n/a","n/a","http://www.nasdaq.com/symbol/fei",
"FPL","First Trust New Opportunities MLP & Energy Fund","11.69","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/fpl",
"FE","FirstEnergy Corporation","36.03","15264132739.35","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/fe",
"FTI","FMC Technologies, Inc.","27.24","6180928783.32","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fti",
"FELP","Foresight Energy LP","1.08","140559123.96","n/a","2014","Energy","Coal Mining","http://www.nasdaq.com/symbol/felp",
"FET","Forum Energy Technologies, Inc.","12.89","1169474007.59","n/a","2012","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/fet",
"FI","Franks International N.V.","16.03","2489975823.23","n/a","2013","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fi",
"GE","General Electric Company","31.93","297926292046.9","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/ge",
"GEL","Genesis Energy, L.P.","30.72","3378561576.96","n/a","1996","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/gel",
"GNE","Genie Energy Ltd.","7.49","184500308.65","n/a","2011","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/gne",
"GPRK","Geopark Ltd","2.9","166735961.1","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gprk",
"GLP","Global Partners LP","13.35","453840766.05","n/a","2005","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/glp",
"GER","Goldman Sachs MLP Energy Renaissance Fund","5.37","0","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/ger",
"GXP","Great Plains Energy Inc","32.68","5046278997.36","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/gxp",
"GLF","GulfMark Offshore, Inc.","5.44","140404289.28","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/glf",
"HK","Halcon Resources Corporation","0.9171","112225672.8189","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hk",
"HAL","Halliburton Company","35.09","30119221376.53","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hal",
"HNR","Harvest Natural Resources Inc","0.5995","30823390.818","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hnr",
"HLX","Helix Energy Solutions Group, Inc.","5.41","581808793.15","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","56.63","6116640221.37","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hp",
"HES","Hess Corporation","52.03","16401952756.97","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes",
"HEP","Holly Energy Partners, L.P.","32.55","1909286912.4","n/a","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","34.2","6036936291","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HGT","Hugoton Royalty Trust","1.35","54000000","n/a","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt",
"ICD","Independence Contract Drilling, Inc.","4.54","110792611.86","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd",
"IOC","InterOil Corporation","31.3","1551628984.3","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ioc",
"IO","Ion Geophysical Corporation","7.56","79890738.48","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/io",
"JONE","Jones Energy, Inc.","3.15","194745716.55","n/a","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jone",
"JOY","Joy Global Inc.","16.03","1569847683.74","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/joy",
"JPEP","JP Energy Partners LP","5.33","195043584.19","n/a","2014","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/jpep",
"JE","Just Energy Group, Inc.","6.08","894195407.04","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/je",
"KED","Kayne Anderson Energy Development Company","16.23","171624767.97","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/ked",
"KYE","Kayne Anderson Energy Total Return Fund, Inc.","7.92","285717896.64","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/kye",
"KMF","Kayne Anderson Midstream Energy Fund, Inc","10.34","228941010.98","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/kmf",
"KEG","Key Energy Services, Inc.","0.3599","58070995.8058","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/keg",
"PHG","Koninklijke Philips N.V.","28.14","25807294910.04","n/a","n/a","Energy","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/phg",
"KOS","Kosmos Energy Ltd.","5.61","2161272191.1","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/kos",
"LPI","Laredo Petroleum, Inc.","7.71","1647996100.83","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lpi",
"MIC","Macquarie Infrastructure Company","67.78","5428124495.46","n/a","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic",
"MMP","Magellan Midstream Partners L.P.","67.26","15320552279.58","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mmp",
"MRO","Marathon Oil Corporation","10.56","7147922928.96","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","36.39","19258587014.67","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/mpc",
"MTDR","Matador Resources Company","18.95","1625940945.35","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtdr",
"MTR","Mesa Royalty Trust","8.2001","15281624.359","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtr",
"MEP","Midcoast Energy Partners, L.P.","5.05","228361565.6","n/a","2013","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/mep",
"MPLX","MPLX LP","28.37","8643743485.33","n/a","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mplx",
"MUR","Murphy Oil Corporation","24.26","4173556290.72","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mur",
"MVO","MV Oil Trust","4.5999","52898850","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mvo",
"NBR","Nabors Industries Ltd.","8.92","2955018054.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbr",
"NOV","National Oilwell Varco, Inc.","29.53","11097402230.68","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nov",
"NGS","Natural Gas Services Group, Inc.","21.02","268828920.94","n/a","2002","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/ngs",
"NRP","Natural Resource Partners LP","7.8","95160000","n/a","2002","Energy","Coal Mining","http://www.nasdaq.com/symbol/nrp",
"NFX","Newfield Exploration Company","32.63","5339355590.53","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nfx",
"NR","Newpark Resources, Inc.","4.25","357592292.75","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/nr",
"NEP","NextEra Energy Partners, LP","26.98","828534647.68","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","118.71","54677789318.61","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nee",
"NGL","NGL ENERGY PARTNERS LP","7.23","774067434.87","n/a","2011","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/ngl",
"NE","Noble Corporation","9.93","2415001500.24","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ne",
"NBL","Noble Energy Inc.","30.86","13234110255.7","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nbl",
"NOA","North American Energy Partners, Inc.","1.99","65969059.19","n/a","2006","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/noa",
"NADL","North Atlantic Drilling Ltd.","2.64","6366167.28","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nadl",
"NRT","North European Oil Royality Trust","7.84","72054225.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nrt",
"NTI","Northern Tier Energy LP","23.35","2173262418.95","n/a","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/nti",
"DNOW","NOW Inc.","17.7","1899126367.5","n/a","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/dnow",
"NRG","NRG Energy, Inc.","12.77","4021153562.19","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/nrg",
"NS","Nustar Energy L.P.","39.35","3064817169.3","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/ns",
"NSH","Nustar GP Holdings, LLC","19.93","855605841.57","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nsh",
"NSS","NuStar Logistics, L.P.","21.95","0","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/nss",
"JMLP","Nuveen All Cap Energy MLP Opportunities Fund","6.57","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/jmlp",
"JMF","Nuveen Energy MLP Total Return Fund","9.86","388935075.28","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/jmf",
"OAS","Oasis Petroleum Inc.","7.08","1278340034.16","n/a","2010","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oas",
"OXY","Occidental Petroleum Corporation","68.2","52094250551.2","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/oxy",
"OII","Oceaneering International, Inc.","32.02","3133184345.08","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/oii",
"OGE","OGE Energy Corporation","28.95","5781394699.35","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/oge",
"OIS","Oil States International, Inc.","30.43","1565622313.23","n/a","2001","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/ois",
"ROYT","Pacific Coast Oil Trust","1.54","59418063.32","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/royt",
"PACD","Pacific Drilling S.A.","0.46","97155325.8","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pacd",
"PHX","Panhandle Royalty Company","16.76","277854168.36","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/phx",
"PKD","Parker Drilling Company","2.14","263660251.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pkd",
"PE","Parsley Energy, Inc.","22.84","3854677176.52","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pe",
"PBF","PBF Energy Inc.","32.23","3152357544.71","n/a","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/pbf",
"PBFX","PBF Logistics LP","18.4","632668783.2","n/a","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/pbfx",
"BTU","Peabody Energy Corporation","2.41","44678182.65","n/a","2001","Energy","Coal Mining","http://www.nasdaq.com/symbol/btu",
"PBA","Pembina Pipeline Corp.","26.36","10206709565.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pba",
"PGH","Pengrowth Energy Corporation","1.23","667930063.56","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pgh",
"PWE","Penn West Petroleum Ltd","0.9105","457219559.9115","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pwe",
"PBT","Permian Basin Royalty Trust","6.09","283847567.64","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pbt",
"PZE","Petrobras Argentina S.A.","6.57","1326638590.74","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pze",
"PTR","PetroChina Company Limited","65.54","119951948850.12","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ptr",
"PBR","Petroleo Brasileiro S.A.- Petrobras","5.87","38285598489.55","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pbr",
"PQ","Petroquest Energy Inc","0.57","40204704.33","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pq",
"PSX","Phillips 66","85.67","45187489118.98","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/psx",
"PSXP","Phillips 66 Partners LP","63.42","5231375768.64","n/a","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/psxp",
"PES","Pioneer Energy Services Corp.","2.16","139320589.68","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pes",
"PXD","Pioneer Natural Resources Company","139.76","22818127437.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pxd",
"PAA","Plains All American Pipeline, L.P.","20.57","8181326484.87","n/a","1998","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/paa",
"PAGP","Plains Group Holdings, L.P.","8.3","5154092798.8","n/a","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/pagp",
"PDS","Precision Drilling Corporation","4.13","1209726931.7","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pds",
"QEP","QEP Resources, Inc.","13.81","2441011849.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qep",
"RRC","Range Resources Corporation","32.45","5503053531.25","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rrc",
"REN","Resolute Energy Corporation","0.48","37166427.36","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ren",
"RICE","Rice Energy Inc.","13.77","1878113832.93","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rice",
"RRMS","Rose Rock Midstream, L.P.","10.96","403313510.88","n/a","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/rrms",
"RDC","Rowan Companies plc","15.83","1975967465.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rdc",
"RES","RPC, Inc.","14.01","3048804236.91","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/res",
"RSPP","RSP Permian, Inc.","29.01","2949163562.4","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rspp",
"SBR","Sabine Royalty Trust","29.11","424404732.95","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sbr",
"SJT","San Juan Basin Royalty Trust","5.11","238170947.56","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","5.07","317278911.69","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sn",
"SDT","SandRidge Mississippian Trust I","2.57","71960000","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","1.73","86024250","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","2.39","125475000","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/per",
"SSL","Sasol Ltd.","29.45","19258335125.45","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssl",
"SLB","Schlumberger N.V.","72.12","90609258717.6","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/slb",
"SDRL","Seadrill Limited","3.14","1547266211.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","3.26","299338416","n/a","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sdlp",
"SEMG","Semgroup Corporation","21.03","923893619.22","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/semg",
"SRE","Sempra Energy","105.92","26396933616.96","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sre",
"SSE","Seventy Seven Energy Inc.","0.5801","34406543.7201","n/a","2014","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/sse",
"SHLX","Shell Midstream Partners, L.P.","35.64","5411664704.16","n/a","2014","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/shlx",
"SM","SM Energy Company","18.35","1249222969.1","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sm",
"SXE","Southcross Energy Partners, L.P.","1.09","44291421.88","n/a","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxe",
"SWN","Southwestern Energy Company","7.81","3043279510.7","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swn",
"SWNC","Southwestern Energy Company","18.83","0","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/swnc",
"SE","Spectra Energy Corp","30.1","20212158127","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/se",
"SEP","Spectra Energy Partners, LP","46.8","13344913951.2","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/sep",
"SRLP","Sprague Resources LP","20.17","429502218.87","n/a","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/srlp",
"STO","Statoil ASA","15.18","48403663023.54","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/sto",
"SGY","Stone Energy Corporation","0.682","38771246.47","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sgy",
"SXCP","SunCoke Energy Partners, L.P.","7.28","336361043.2","n/a","2013","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxcp",
"SXC","SunCoke Energy, Inc.","6.12","391752160.92","n/a","2011","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/sxc",
"SU","Suncor Energy  Inc.","27.68","43786983474.56","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/su",
"SXL","Sunoco Logistics Partners LP","23.75","6700301312.5","n/a","2002","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/sxl",
"SUN","Sunoco LP","32.35","3357169322.1","n/a","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sun",
